Item,Enchantment,Description,Gems,Source
Helmet,Enchantment Spectral Shield Throw Num Of Additional Projectiles 2,Spectral Shield Throw fires 5 additional Shard Projectiles,Spectral Shield Throw,Eternal Labyrinth
Helmet,Enchantment Spectre Attack And Cast Speed 2,Spectres have 12% increased Attack and Cast Speed,Raise Spectre,Eternal Labyrinth
Helmet,Enchantment Raise Spectre Damage 1,Spectres have 25% increased Damage,Raise Spectre,Merciless Labyrinth
Helmet,Enchantment Raise Spectre Damage 2,Spectres have 40% increased Damage,Raise Spectre,Eternal Labyrinth
Helmet,Enchantment Spectre Attack And Cast Speed 1,Spectres have 8% increased Attack and Cast Speed,Raise Spectre,Merciless Labyrinth
Helmet,Enchantment Arcanist Brand Unnerve 1,Spells Triggered by Arcanist Brand Unnerve enemies on Hit for 4 seconds,Arcanist Brand,Eternal Labyrinth
Helmet,Enchantment Spirit Offering Physical Added As Chaos 2,Spirit Offering grants +12% of Physical Damage as Extra Chaos Damage,Spirit Offering,Eternal Labyrinth
Helmet,Enchantment Spirit Offering Physical Added As Chaos 1,Spirit Offering grants +8% of Physical Damage as Extra Chaos Damage,Spirit Offering,Merciless Labyrinth
Helmet,Enchantment Split Arrow Num Of Additional Projectiles 1,Split Arrow fires 2 additional Projectiles,Split Arrow,Merciless Labyrinth
Helmet,Enchantment Split Arrow Num Of Additional Projectiles 2,Split Arrow fires 3 additional Projectiles,Split Arrow,Eternal Labyrinth
Helmet,Enchantment Splitting Steel 1,Splitting Steel deals 25% increased Damage,Splitting Steel,Merciless Labyrinth
Helmet,Enchantment Splitting Steel 2,Splitting Steel deals 40% increased Damage,Splitting Steel,Eternal Labyrinth
Helmet,Enchantment Splitting Steel Area 1,Splitting Steel has 16% increased Area of Effect,Splitting Steel,Merciless Labyrinth
Helmet,Enchantment Splitting Steel Chance to Not Consume Shard 1,Splitting Steel has 20% chance to not consume Steel Shards,Splitting Steel,Merciless Labyrinth
Helmet,Enchantment Splitting Steel Area 2,Splitting Steel has 24% increased Area of Effect,Splitting Steel,Eternal Labyrinth
Helmet,Enchantment Splitting Steel Chance to Not Consume Shard 2,Splitting Steel has 30% chance to not consume Steel Shards,Splitting Steel,Eternal Labyrinth
Helmet,Enchantment Static Strike Maximum Beam Targets 1,Static Strike has +1 maximum Beam Targets,Static Strike,Merciless Labyrinth
Helmet,Enchantment Static Strike Maximum Beam Targets 2,Static Strike has +2 maximum Beam Targets,Static Strike,Eternal Labyrinth
Helmet,Enchantment Steelskin Damage Limit 1,Steelskin Buff can take 30% increased amount of Damage,Steelskin,Merciless Labyrinth
Helmet,Enchantment Steelskin Damage Limit 2,Steelskin Buff can take 45% increased amount of Damage,Steelskin,Eternal Labyrinth
Helmet,Enchantment Steelskin Additional Physical Damage Reduction 2,Steelskin grants 12% additional Physical Damage Reduction,Steelskin,Eternal Labyrinth
Helmet,Enchantment Steelskin Additional Physical Damage Reduction 1,Steelskin grants 8% additional Physical Damage Reduction,Steelskin,Merciless Labyrinth
Helmet,Enchantment Summon Stone Golem Damage 1,Stone Golems deal 25% increased Damage,Summon Stone Golem,Merciless Labyrinth
Helmet,Enchantment Summon Stone Golem Damage 2,Stone Golems deal 40% increased Damage,Summon Stone Golem,Eternal Labyrinth
Helmet,Storm Brand Attached Target Lightning Penetration 2,Storm Brand Damage Penetrates 12% of Branded Enemy's Lightning Resistance,Storm Brand,Eternal Labyrinth
Helmet,Storm Brand Attached Target Lightning Penetration 1,Storm Brand Damage Penetrates 8% of Branded Enemy's Lightning Resistance,Storm Brand,Merciless Labyrinth
Helmet,Enchantment Storm Brand Damage 1,Storm Brand deals 25% increased Damage,Storm Brand,Merciless Labyrinth
Helmet,Enchantment Storm Brand Damage 2,Storm Brand deals 40% increased Damage,Storm Brand,Eternal Labyrinth
Helmet,Storm Brand Additional Chain Chance 1,Storm Brand has a 12% chance to Chain an additional time,Storm Brand,Merciless Labyrinth
Helmet,Storm Brand Additional Chain Chance 2,Storm Brand has a 18% chance to Chain an additional time,Storm Brand,Eternal Labyrinth
Helmet,Enchantment Storm Burst Additional Object Chance 1,Storm Burst has a 10% chance to create an additional Orb,Storm Burst,Merciless Labyrinth
Helmet,Enchantment Storm Rain Additional Arrow 1,Storm Rain fires an additional Arrow,Storm Rain,Merciless Labyrinth
Helmet,Enchantment Storm Rain Frequency 1,Storm Rain has 25% increased Beam frequency,Storm Rain,Eternal Labyrinth
Helmet,Enchantment Storm Rain Frequency 2,Storm Rain has 40% increased Beam frequency,Storm Rain,Eternal Labyrinth
Helmet,Enchantment Stormbind Damage 1,Stormbind deals 25% increased Damage,Stormbind,Merciless Labyrinth
Helmet,Enchantment Stormbind Damage 2,Stormbind deals 40% increased Damage,Stormbind,Eternal Labyrinth
Helmet,Enchantment Stormbind Area of Effect 1,Stormbind has 16% increased Area of Effect,Stormbind,Merciless Labyrinth
Helmet,Enchantment Stormbind Area of Effect 2,Stormbind has 24% increased Area of Effect,Stormbind,Eternal Labyrinth
Helmet,Enchantment Stormblast Mine Damage 1,Stormblast Mine deals 25% increased Damage,Stormblast Mine,Merciless Labyrinth
Helmet,Enchantment Stormblast Mine Damage 2,Stormblast Mine deals 40% increased Damage,Stormblast Mine,Eternal Labyrinth
Helmet,Enchantment Stormblast Mine Throwing Speed 1,Stormblast Mine has 10% increased Throwing Speed,Stormblast Mine,Merciless Labyrinth
Helmet,Enchantment Stormblast Mine Throwing Speed 2,Stormblast Mine has 15% increased Throwing Speed,Stormblast Mine,Eternal Labyrinth
Helmet,Enchantment Stormblast Mine Aura Effect 1,Stormblast Mine has 20% increased Aura Effect,Stormblast Mine,Merciless Labyrinth
Helmet,Enchantment Stormblast Mine Aura Effect 2,Stormblast Mine has 40% increased Aura Effect,Stormblast Mine,Eternal Labyrinth
Helmet,Enchantment Summoned Raging Spirit Additional 1,Summon Raging Spirit has 12% chance to summon an extra Minion,Summon Raging Spirit,Merciless Labyrinth
Helmet,Enchantment Summoned Raging Spirit Additional 2,Summon Raging Spirit has 18% chance to summon an extra Minion,Summon Raging Spirit,Eternal Labyrinth
Helmet,Enchantment Summoned Raging Spirit Duration 1,Summon Raging Spirit has 20% increased Duration,Summon Raging Spirit,Merciless Labyrinth
Helmet,Enchantment Summoned Raging Spirit Duration 2,Summon Raging Spirit has 30% increased Duration,Summon Raging Spirit,Eternal Labyrinth
Helmet,Enchantment Summon Skitterbots Mana Reservation 1,Summon Skitterbots has 14% reduced Reservation,Summon Skitterbots,Merciless Labyrinth
Helmet,Enchantment Summon Skitterbots Mana Reservation 2,Summon Skitterbots has 20% reduced Reservation,Summon Skitterbots,Eternal Labyrinth
Helmet,Enchantment Herald Of Agony Num Of Secondary Projectiles 1,Summoned Agony Crawler fires 2 additional Projectiles,Herald of Agony,Eternal Labyrinth
Helmet,Enchantment Summon Carrion Golem Damage 1,Summoned Carrion Golems deal 25% increased Damage,Summon Carrion Golem,Merciless Labyrinth
Helmet,Enchantment Summon Carrion Golem Damage 2,Summoned Carrion Golems deal 40% increased Damage,Summon Carrion Golem,Eternal Labyrinth
Helmet,Enchantment Summon Carrion Golem Elemental Resistances 1,Summoned Carrion Golems have +24% to all Elemental Resistances,Summon Carrion Golem,Merciless Labyrinth
Helmet,Enchantment Summon Carrion Golem Elemental Resistances 2,Summoned Carrion Golems have +36% to all Elemental Resistances,Summon Carrion Golem,Eternal Labyrinth
Helmet,Enchantment Holy Relic Damage 1,Summoned Holy Relics deal 25% increased Damage,Summon Holy Relic,Merciless Labyrinth
Helmet,Enchantment Holy Relic Damage 2,Summoned Holy Relics deal 40% increased Damage,Summon Holy Relic,Eternal Labyrinth
Helmet,Enchantment Holy Relic Buff Effect 2,Summoned Holy Relics have 100% increased Buff Effect,Summon Holy Relic,Eternal Labyrinth
Helmet,Enchantment Holy Relic Area Of Effect 1,Summoned Holy Relics have 16% increased Area of Effect,Summon Holy Relic,Merciless Labyrinth
Helmet,Enchantment Holy Relic Area Of Effect 2,Summoned Holy Relics have 24% increased Area of Effect,Summon Holy Relic,Eternal Labyrinth
Helmet,Enchantment Holy Relic Buff Effect 1,Summoned Holy Relics have 75% increased Buff Effect,Summon Holy Relic,Merciless Labyrinth
Helmet,Enchantment Summon Raging Spirit Damage 1,Summoned Raging Spirits deal 25% increased Damage,Summon Raging Spirit,Merciless Labyrinth
Helmet,Enchantment Summon Raging Spirit Damage 2,Summoned Raging Spirits deal 40% increased Damage,Summon Raging Spirit,Eternal Labyrinth
Helmet,Enchantment Summoned Reaper Damage 1,Summoned Reaper deals 25% increased Damage,Summon Reaper,Merciless Labyrinth
Helmet,Enchantment Summoned Reaper Damage 2,Summoned Reaper deals 40% increased Damage,Summon Reaper,Eternal Labyrinth
Helmet,Enchantment Summoned Reaper Physical Damage over time Multiplier 1,Summoned Reaper has +12% to Physical Damage over Time Multiplier,Summon Reaper,Merciless Labyrinth
Helmet,Enchantment Summoned Reaper Physical Damage over time Multiplier 2,Summoned Reaper has +20% to Physical Damage over Time Multiplier,Summon Reaper,Eternal Labyrinth
Helmet,Enchantment Absolution Minion Area of Effect 1,Summoned Sentinels of Absolution have 16% increased Area of Effect,Absolution,Merciless Labyrinth
Helmet,Enchantment Absolution Minion Area of Effect 2,Summoned Sentinels of Absolution have 24% increased Area of Effect,Absolution,Eternal Labyrinth
Helmet,Enchantment Dominating Blow Minion Damage 1,Summoned Sentinels of Dominance deal 20% increased Damage,Dominating Blow,Merciless Labyrinth
Helmet,Enchantment Dominating Blow Minion Damage 2,Summoned Sentinels of Dominance deal 30% increased Damage,Dominating Blow,Eternal Labyrinth
Helmet,Enchantment Summon Skitterbots Area Of Effect 1,Summoned Skitterbots have 60% increased Area of Effect,Summon Skitterbots,Merciless Labyrinth
Helmet,Enchantment Summon Skitterbots Area Of Effect 2,Summoned Skitterbots have 90% increased Area of Effect,Summon Skitterbots,Eternal Labyrinth
Helmet,Enchantment Sunder Attack Speed 1,Sunder has 10% increased Attack Speed,Sunder,Merciless Labyrinth
Helmet,Enchantment Sunder Attack Speed 2,Sunder has 15% increased Attack Speed,Sunder,Eternal Labyrinth
Helmet,Enchantment Sunder Wave Speed 1,Sunder has 15% reduced delay between Areas in the Wave,Sunder,Merciless Labyrinth
Helmet,Enchantment Sunder Radius 1,Sunder has 16% increased Area of Effect,Sunder,Merciless Labyrinth
Helmet,Enchantment Sunder Wave Speed 2,Sunder has 20% reduced delay between Areas in the Wave,Sunder,Eternal Labyrinth
Helmet,Enchantment Sunder Radius 2,Sunder has 24% increased Area of Effect,Sunder,Eternal Labyrinth
Helmet,Enchantment Sunder Damage 1,Sunder has 25% increased Damage,Sunder,Merciless Labyrinth
Helmet,Enchantment Sunder Damage 2,Sunder has 40% increased Damage,Sunder,Eternal Labyrinth
Helmet,Enchantment Sweep Endurance Charge on Hit Chance 1,Sweep has a 20% chance to grant an Endurance Charge on Hit,Sweep,Merciless Labyrinth
Helmet,Enchantment Sweep Endurance Charge on Hit Chance 2,Sweep has a 30% chance to grant an Endurance Charge on Hit,Sweep,Eternal Labyrinth
Helmet,Enchantment Tectonic Slam Damage 1,Tectonic Slam deals 25% increased Damage,Tectonic Slam,Merciless Labyrinth
Helmet,Enchantment Tectonic Slam Damage 2,Tectonic Slam deals 40% increased Damage,Tectonic Slam,Eternal Labyrinth
Helmet,Enchantment Tectonic Slam Chance For Side Crack 1,Tectonic Slam has +12% fissure branching chance,Tectonic Slam,Merciless Labyrinth
Helmet,Enchantment Tectonic Slam Chance For Side Crack 2,Tectonic Slam has +20% fissure branching chance,Tectonic Slam,Eternal Labyrinth
Helmet,Enchantment Tectonic Slam Area Of Effect 1,Tectonic Slam has 16% increased Area of Effect,Tectonic Slam,Merciless Labyrinth
Helmet,Enchantment Tectonic Slam Area Of Effect 2,Tectonic Slam has 24% increased Area of Effect,Tectonic Slam,Eternal Labyrinth
Helmet,Enchantment Tempest Shield Num Of Additional Projectiles In Chain 1,Tempest Shield chains an additional 2 times,Tempest Shield,Merciless Labyrinth
Helmet,Enchantment Tempest Shield Num Of Additional Projectiles In Chain 2,Tempest Shield chains an additional 3 times,Tempest Shield,Eternal Labyrinth
Helmet,Enchantment Toxic Rain Damage 1,Toxic Rain deals 25% increased Damage,Toxic Rain,Merciless Labyrinth
Helmet,Enchantment Toxic Rain Damage 2,Toxic Rain deals 40% increased Damage,Toxic Rain,Eternal Labyrinth
Helmet,Enchantment Toxic Rain Num Of Additional Projectiles 1,Toxic Rain fires 1 additional Arrow,Toxic Rain,Eternal Labyrinth
Helmet,Enchantment Toxic Rain Physical Added As Chaos 2,Toxic Rain gains 10% of Physical Damage as Extra Chaos Damage,Toxic Rain,Eternal Labyrinth
Helmet,Enchantment Toxic Rain Physical Added As Chaos 1,Toxic Rain gains 6% of Physical Damage as Extra Chaos Damage,Toxic Rain,Merciless Labyrinth
Gloves,Enchantment Commandment of Blades,Trigger Commandment of Blades on Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of Flames,Trigger Commandment of Flames on Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of Force,Trigger Commandment of Force on Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of Frost,Trigger Commandment of Frost on Kill,,Eternal Labyrinth
Gloves,Enchantment Commandment of Fury,Trigger Commandment of Fury on Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of Inferno,Trigger Commandment of Inferno on Kill,,Eternal Labyrinth
Gloves,Enchantment Commandment of Ire,Trigger Commandment of Ire when Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of Light,Trigger Commandment of Light when you take a Critical Strike,,Eternal Labyrinth
Gloves,Enchantment Commandment of Reflection,Trigger Commandment of Reflection when Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of Spite,Trigger Commandment of Spite when Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of the Grave,Trigger Commandment of the Grave when your Skills or Minions Kill,,Eternal Labyrinth
Gloves,Enchantment Commandment of the Tempest,Trigger Commandment of the Tempest on Hit,,Eternal Labyrinth
Gloves,Enchantment Commandment of Thunder,Trigger Commandment of Thunder on Kill,,Eternal Labyrinth
Gloves,Enchantment Commandment of War,Trigger Commandment of War on Kill,,Eternal Labyrinth
Gloves,Enchantment Commandment of Winter,Trigger Commandment of Winter when Hit,,Eternal Labyrinth
Gloves,Enchantment Decree of Blades,Trigger Decree of Blades on Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of Flames,Trigger Decree of Flames on Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of Force,Trigger Decree of Force on Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of Frost,Trigger Decree of Frost on Kill,,Merciless Labyrinth
Gloves,Enchantment Decree of Fury,Trigger Decree of Fury on Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of Inferno,Trigger Decree of Inferno on Kill,,Merciless Labyrinth
Gloves,Enchantment Decree of Ire,Trigger Decree of Ire when Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of Light,Trigger Decree of Light when you take a Critical Strike,,Merciless Labyrinth
Gloves,Enchantment Decree of Reflection,Trigger Decree of Reflection when Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of Spite,Trigger Decree of Spite when Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of the Grave,Trigger Decree of the Grave when your Skills or Minions Kill,,Merciless Labyrinth
Gloves,Enchantment Decree of the Tempest,Trigger Decree of the Tempest on Hit,,Merciless Labyrinth
Gloves,Enchantment Decree of Thunder,Trigger Decree of Thunder on Kill,,Merciless Labyrinth
Gloves,Enchantment Decree of War,Trigger Decree of War on Kill,,Merciless Labyrinth
Gloves,Enchantment Decree of Winter,Trigger Decree of Winter when Hit,,Merciless Labyrinth
Gloves,Enchantment Edict of Blades,Trigger Edict of Blades on Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of Flames,Trigger Edict of Flames on Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of Force,Trigger Edict of Force on Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of Frost,Trigger Edict of Frost on Kill,,Cruel Labyrinth
Gloves,Enchantment Edict of Fury,Trigger Edict of Fury on Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of Inferno,Trigger Edict of Inferno on Kill,,Cruel Labyrinth
Gloves,Enchantment Edict of Ire,Trigger Edict of Ire when Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of Light,Trigger Edict of Light when you take a Critical Strike,,Cruel Labyrinth
Gloves,Enchantment Edict of Reflection,Trigger Edict of Reflection when Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of Spite,Trigger Edict of Spite when Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of the Grave,Trigger Edict of the Grave when your Skills or Minions Kill,,Cruel Labyrinth
Gloves,Enchantment Edict of the Tempest,Trigger Edict of the Tempest on Hit,,Cruel Labyrinth
Gloves,Enchantment Edict of Thunder,Trigger Edict of Thunder on Kill,,Cruel Labyrinth
Gloves,Enchantment Edict of War,Trigger Edict of War on Kill,,Cruel Labyrinth
Gloves,Enchantment Edict of Winter,Trigger Edict of Winter when Hit,,Cruel Labyrinth
Gloves,Enchantment Word of Blades,Trigger Word of Blades on Hit,,Normal Labyrinth
Gloves,Enchantment Word of Flames,Trigger Word of Flames on Hit,,Normal Labyrinth
